id,title,descripción,slug,proposer,created,clasification,nro_supports
810,Carne Chilena de Calidad Mundial y Carbono Neutral,"1- Dar una opcion de que cada vez que alguien se sienta ofendido o amenazado tenga la posibilidad de eliminar el comentario.
2- El comentario del agresor debe ser automaticamente eliminado por la red social en cuestión 
3- Si el agresor ha agredido más de una vez se le debe dar una notificación de suspensión temporal de su cuenta y esta debe ser suspendida de acuerdo al tiempo estipulado por la ley. Si fue:
Discriminacion por condicion sexual: el tiempo de suspension debe ser de 4 meses.
Discriminacion por condicion de discapacidad: 4 meses 
Discriminacion por machismo: 4 meses 
Discriminacion por feminismo: 4 meses
Si fue por agresion u ofensa: 3 meses. 
Si fue por amenaza: 8 meses. 
4- Si el acto de discriminacion, amenaza o agresion continúa una vez reabierta la cuenta esta debe ser cerrada automaticamente.",carne-chilena-de-calidad-mundial-y-carbono-neutr-7,taomartineau,2019-09-03T15:39:34.749316Z,sustentabilida,0
803,Promulgación Ley contra el antisemitismo.,"1- El gobierno debe crear  organizaciones que se encarguen de conseguir aportes ciudadanos para financiarles un hogar propio y que cuente con mejores condiciones de vida y no ser obligados a vivir en el Sename.
2- Si es un menor de edad el Estado debe brindarle un medio de acceso al colegio.
3- Si es mayor de edad debe brindarsele medios de apoyo para conseguir empleo.",promulgacion-ley-contra-el-antisemitismo-12,FranciscaAndreaEstayLauria,2019-05-07T04:28:42.468561Z,democracia,0
800,Penalizar toda clase de antisemitismo.,"1- Eliminar el SIMCE ya que se perdió el enfoque inicial.
2- Si se necesita el SIMCE para reformar la eduación crear una prueba cuyo objetivo sea ese y que no esté sometida a un ranking y asi evitar la exclusión por conseguir un mejor puesto.
3. Que en los colegios subvencionados a los /as profesores/as no se les pague un bono dependiendo del puesto que sus alumnos/as obtengan ya que eso es igual motivo de discriminacion.
4. Adecuar la prueba dependiendo de las capacidades de cada estudiante y asi evitar la exclusion.",penalizar-toda-clase-de-antisemitismo-2,FranciscaAndreaEstayLauria,2019-05-07T04:15:28.623518Z,democracia,1
789,Penalización de toda clase de antisemitismo e incitación al odio.,"1- Junto a talleres de distintos brindarles apoyo psicologico ambos obligatorios si no tienen condena perpetua. 
2- Brindarles apoyo educacional para que finalicen sus estudios en la cárcel y fuera de esta a través de un colegio financiado por el Estado que sea para reclusos y reclusas, ex reclusos y ex reclusas y asi puedan después ir a la Universidad y estudiar una carrera y no se involucren en drogas, alcohol, etc...",penalizacion-de-toda-clase-de-antisemitismo-e-in-2,fandreaestayl,2019-04-15T23:16:51.750997Z,democracia,0
787,Penalización de antisemitismo y condecoración a Ariei Bohorodzaner.,"1- Ley de arriendo protegido.
2- Mayor facultad para municipios para fiscalizar y sancionar condiciones de arriendo. 
3- Disminuir el periodo de residencia en el país como requisito de acceso al subsidio de vivienda.",penalizacion-de-antisemitismo-y-condecoracion-a--2,fandreaestayl,2019-04-15T06:49:12.608201Z,democracia,0
785,Avancemos en la Movilidad,"1- Modificar la ley para que los adultos cumplan ambas penas en la cárceles de adultos.
2- Mientras no se modifique esta ley que los menores esten en hogares separados de los adultos",avancemos-en-la-movilidad,EverEnriqueCastrilloChaparro,2019-01-09T21:03:20.445152Z,transporte,1
784,Programa político -social y medioambiental.,"1- Psicólogos y psiquiatras proporcionados por el Estado.
2- Una entidad que sea un canal de comunicación entre los centros Sename y el Estado y vele por el derecho de rehabilitacion de l@s niñ@s y adolescentes del Sename.
3- Si el Estado no da abasto de suficientes especialistas el Estado debe darle a la entidad de Sename anteriormente mencionada automaticamente el poder para autorizar al menor a recibir esta ayuda a través de especialistas privados.
4- la entidad tiene la obligación de proporcionarle al menor esta autorización y bajo ninguna circunstancia a excepción de enfermedad menor (gripe, influenza, etc...) del especialista o del paciente o fallecimiento del especialista o muerte de algún cercano por parte del paciente o profesional esta terapia debe ser pausada o descontinuada hasta que el especialista decida finalizarla.
5- Si el especialista fallece debe ser reemplazado lo antes posible para que la terapia sea lo más constante posible.",programa-politico-social-y-medioambiental,fandreaestayl,2018-10-01T03:29:11.264950Z,medioambiente,0
783,Descentralización parq Valparaíso y otras regiones.,"1- QUE NO TODOS LOS CRÍMENES SE PAGUEN CON DINERO : El que exista una gama tan amplia para pagar fianza es un problema. Es sabido que teniendo suficiente dinero puedes ser absuelto de casi cualquier crimen cometido, o por lo menos, bajar considerablemente su castigo. Esto es terrible, pues tu acceso a los beneficios de la justicia se mide por la cantidad de dinero que tengas y no por tu calidad como ser humano. Por eso creo que debe haber un limite. Aplicar la multa solo hasta ciertos crímenes, lo demás debería ser cárcel o TRABAJO COMUNITARIO.
2- PORCENTAJES MÁS QUE VALORES: Una multa de cien mil pesos es muy diferente entre personas de diferentes realidades económicas (conozco personas que ésta cantidad la dejan de propina en restaurantes) Así que me gustaría ver que se castigase con ""porcentajes"", lo que sería más justo (ejemplo superficial: el 20% de tu renta... haciendo así que el castigo sea equitativo con la realidad económica del inculpado)",descentralizacion-parq-valparaiso-y-otras-regiones,francianestay,2018-06-05T06:17:48.671584Z,descentralizacion,0
782,Penalización a toda clase de violencia y acoso hacia el género femenino.,"1- Una entidad estatal que se preocupe de darles un espacio de divulgación a la violación de sus derechos.
2- Ver la mejor terapia junto a una entidad gubernamental, esta entidad y el o la psicologo/a que esté brindandole apoyo a la victima.
Un presidente que se encargue de brindarle información anual y mensual al director del Sename correspondiente sobre cualquier irregularidad apoyado del resto de la entidad.
3- Una persona que imponga sanciones no judiciales y haga las denuncias judiciales.
4- Despido inmediato de cualquier adulto que haya cometido un acto que atiente contra un niñ@ 
5-  Suspensiones para cualquier adulto que cometa un acto indebido y asi prevenir un acto contra la victima u otro menor.
6- Esta entidad cada 4 años debe cambiar a sus miembros.
7- Si el acto es cometido por un/una menor y no falleció la victima o con riesgo de muerte, el agresor debe recibir terapia y estar privado de contacto con cualquier otro menor hasta la finalización de esta. Si
8- Si hay muerte o riesgo de esta el menor debe estar privado de libertad y recibir terapia de forma permanente",penalizacion-a-toda-clase-de-violencia-y-acoso-h-2,francianestay,2018-05-15T23:54:09.273749Z,derechos,0
780,Empleos para personas de situación vulnerables y de calle.,"1- Una ley que impida que obligue a los presidentes vez desocupado el cargo , se debe seguir valiendo por si mismo economicamente. Y lo que se ahorró pase a un proyecto de aumento de sueldos de quienes viven solamente de los sueldos minimos.
2- una ley que disminuya en al menos un 45% el sueldo de un senador o diputado y el resto del dinero sea ahorrado en un fondo que permita ser solicitado por cualquier emprendimiento que sea un aporte al país.
3- Una ley que aumente en un 30% la multa de ausencia injustificada a una reunión de aprobación de leyes y posteriormente esa cantidad pase a estar ahorrada en un fondo para la mejora de condiciones de vida en las que se encuentran los niños, niñas y adolescentes del Sename.
4- Multa del equivalente al sueldo mínimo por interrupcion de cualquier tipo. El ingreso de esta falta debe ir destinado en compensación al aumento de pensión de alguien, otra parte a la mejora de la salud y otra parte a mejorar el sistema educativo.
5- una ley de multa de $300.000 pesos por atraso a una reunión de aprobación de leyes. Este monto debe ser destinado a campamentos o hacinamientos.",empleos-para-personas-de-situacion-vulnerables-y-d,francianestay,2018-04-18T03:57:32.335640Z,derechos,0
778,Inclusión de Lengua Mapuche en  establecimientos educacionales.,"1- Una ley que obligue al Estado a proporcionarle opciones de vivienda a los inmigrantes que estén en el pais y a los que llegan cada dia.
2- Evaluar periodicamente las condiciones de las viviendas que ofrecen.
3- Aquellos que quieran tener un emprendimiento de vivienda deben tener una autorización en donde aseguren disponer de lo básico(incluyendo espacio adecuado ) para vivir.
4- Cierre en un plazo de dos meses de aquellos emprendimientos que no cuenten con lo solicitado para vivir.
5- Aquellos emprendimientos que ya existen deben ser evaludados y su cuentan con los requisitos, otorgarles un permiso inmediato para funcionar.
6- Aquellos emprendimientos que no cuenten con las condiciones necesarias y tampoco disponen de un permiso, deben expropiarse y pasar al Estado.",inclusion-de-lengua-mapuche-en-establecimientos-ed,francianestay,2018-03-29T23:17:18.019651Z,pueblosoriginarios,0
777,DEMANDAS POR EL CAE Y AMNISTIA,"1, Ley Integral de la Juventud, donde se defina temas prioritarios que sean de interes de los jóvenes ( educación, salud, trabajo, etc)
2. Mejorar la institucionalidad del INJUV, pasando a ser una subsecretaria de la juventud o si se requiere un ministerio, para tener facultades político- administrativas para los jovenes.
3. incentivar la participación de los jovenes en politicas públicas, hoy en dia existe el Gabinete Juvenil hace ya dos años, pero con poca visibilidad política, ni capacidad de instalar temáticas referentes al mismo.  En otros países hay un ""parlamento juvenil"" que presenta propuestas y son vinculadas al parlamento.
4. definir como prioritarios los temas de Salud ( salud sexual y reproductiva y salud mental), Trabajo ( condiciones precariedad de trabajadores jóvenes, inserción al mundo laboral) Educación ( educación continua para jóvenes, financiamiento,  educación no sexista,equilibrio de roles etc). 
5. seguir insentivando a la cultura, pero sin convertirse en una sección de eventos. 
6. Espacios destinados al INJUV, abiertos a los jovenes, solicitandolos o gestiones para ellos. 
7. financiamiento para la juventud.",demandas-por-el-cae-y-amnistia,cerounoceroseis,2018-03-16T17:12:49.556715Z,justicia,1
776,Creación Ley Sophie,"1.	Ciudades Amigables con las Personas Mayores:
Es necesario avanzar en medidas que garanticen la integración, la participación social y la equidad urbana, a través de la planificación sustentable de las ciudades. Para ello es necesario promover el desarrollo de entornos amigables, implementando  el proyecto de “Ciudades amigables con las personas mayores”, a fin de mejorar la calidad de vida de todos los habitantes y especialmente la inclusión social de las personas mayores. Es importante considerar en su implementación la coordinación principalmente entre SENAMA, SENADIS, MINVU, MOP y Ministerio de Transportes de manera de asegurar la consideración de protocolos de diseño y accesibilidad universal. 

2.	Gobiernos locales como diseñadores y ejecutores de políticas urbanas: 
Asimismo es necesario reforzar a los gobiernos locales como diseñadores y ejecutores de políticas urbanas. Es necesario   fortalecer a los municipios para que asuman la responsabilidad de una adecuada gestión del territorio en cuanto a planificación urbana. 

3.	Potenciar la Política Nacional de Desarrollo Urbano y los programas habitacionales existentes:
Se debe incorporar en su gestión las variables de accesibilidad universal y asegurar el avance en la  planificación y construcción de ciudades amigables, equitativas y sustentables que promuevan la participación ciudadana y la integración social. 
4.	Crear beneficios tributarios para las organizaciones que acondicionen sus edificios para personas mayores. (PEP, Política Envejecimiento Positivo)

5.	Generar un subsidio especial para las personas mayores que arrienden primeros pisos preparados para personas mayores. (PEP)

6.	Modificación del Programa de Protección del Patrimonio Familiar, con el objetivo de dar soluciones específicas a grupos con mayor vulnerabilidad social como las personas mayores y discapacitados, mediante la implementación de obras acordes a sus requerimientos específicos (PEP).

7.	Capacitar a los conductores de micros y taxistas de las regiones con más alta concentración de personas mayores acerca de cómo transportarlas y tratarlas. (PEP)

8.	Implementar buses de acercamiento a establecimientos de salud en las comunas más pobres (PEP).

9.	Generar un reglamento sobre el mantenimiento mínimo de los pavimentos urbanos y la construcción de veredas con rampa adecuada. (PEP)

10.	 Crear plazas inclusivas para las personas mayores en cada comuna donde los mayores representan el 20% o más de la población comunal total. (PEP)

11.	Construir bandejones centrales en calles grandes con semáforos no optimizados para que las personas mayores tengan el tiempo adecuado para alcanzar a cruzar la calle. (PEP)

12.	El ministerio de Transporte cuenta con dos tipos de servicios para zonas aisladas del país: buses que pueden ser ocupados por cualquier ciudadano y buses dedicados exclusivamente a escolares. Se propone que todos los servicios de Transporte Estatal de Zonas Aisladas contemplen tarifa diferenciada para personas mayores, de 50% de la tarifa adulto. (PEP)

13.	Levantar un Registro de las zonas con problemas de conectividad, con el fin de priorizar la instalación de servicios de locomoción en estos puntos. (PEP)

14.	Considerar el Programa Servicio Transporte Escolar la posibilidad de que los buses puedan trasladar a personas mayores en horarios distintos a los escolares y la posibilidad de entregarle al Municipio el bus. (PEP)",creacion-ley-sophie,LeslieMoll,2018-02-09T19:28:59.607720Z,infancia,39
774,Penalización a pedofilia y a toda clase de abuso sexual.,"1.	Concientizar a la comunidad en general sobre el uso de pesticidas y alternativas amigables con el medio ambiente, destacando sus ventajas por sobre los químicos, haciendo gran hincapié en los establecimientos educacionales
2.	Impulsar una norma de calidad orientada a incentivar el no uso de los pesticidas químicos por parte de la agricultura
3.	Modificar  las normas y reglamento vigente entorno al uso de químicos en la agricultura
4.	Aumentar la fiscalización en cuanto a la aplicación de las leyes actuales en zonas altamente rurales
5.	Apoyar la creación de grupos de agricultores y/o habitantes de cada comuna que quieran crear sus cultivos orgánicos y entregar mediante talleres o capacitaciones la información adecuada para ello, por medio de las Municipalidades u organismos competentes existentes en cada comuna",penalizacion-a-pedofilia-y-a-toda-clase-de-abuso-3,Francisca,2018-02-03T03:05:47.017650Z,derechos,0
771,Penalización a toda clase de pedofilia u abuso sexual.,"1.	Es fundamental que desde las políticas públicas se promueva un sistema integral de protección para las personas mayores dependientes (física y/o mentalmente) y que impulse la creación de nuevos dispositivos de apoyo, donde la institucionalización en una residencia sea la última opción. Deben promoverse fuertemente y apoyar con recursos la creación de Centros de Día y de Programas de Atención Domiciliaria, pues la persona mayor permanece inserta en su hábitat, con su familia, en sus redes.

2.	Mejorar la coordinación de todos los sectores que integran el continuo de los servicios de prestación de cuidados, desde la prevención, promoción y rehabilitación, hasta los servicios de atención paliativa y a largo plazo, incluidos los servicios de asistencia social y servicios comunitarios.

3.	Capacitar recursos humanos para labores de cuidado. Proporcionar a las familias y otros proveedores de cuidados informales, capacitación, asesoramiento, cuidados de respiro, asistencia financiera, social y psicológica. Asimismo educar a los equipos profesionales y técnicos para garantizar niveles de calidad y éticos en la atención. 

4.	Los cuidados ofrecen una red de seguridad a las personas mayores y las protege a ellas y a sus familiares, por ello es necesario fortalecer los mecanismos de reconocimiento oficial de la labor que desarrollan los proveedores de cuidados informales: leyes que respalden la modalidad de trabajo flexible, las licencias, pagos en efectivo por los servicios prestados. Además, considerar la inclusión de esos titulares en el régimen de la seguridad social, con particular atención a las mujeres mayores.

5.	Si bien es indiscutible el avance en el diseño e implementación de los programas centros diurnos y cuidados domiciliarios, la creciente demanda de estos servicios los hacen aún insuficientes.  Estudios señalan la necesidad de desarrollar acciones que incrementen la calidad de los servicios de cuidados. “Los centros diurnos y cuidados domiciliarios, presentan un bajo per cápita, lo que tributa –entre otras cosas- en la tercerización de servicios con bajos estándares de calidad y escaso asesoramiento técnico, dada la heterogeneidad de los dispositivos y la escasa capacidad técnica instalada en las regiones del país, respecto de estos modelos de atención. (Miranda y Caro, 2015). Además, estas iniciativas carecen de un componente territorial que permita apuntar a la pertinencia de los servicios a las particularidades de las regiones del país y de los gobiernos locales, que son finalmente quienes implementan ambas iniciativas a lo largo del país. El diagnóstico que realizan los mismos profesionales de algunos municipios de la Región Metropolitana, por ejemplo, es que la institucionalidad para las personas mayores está poco relacionada con la realidad local, y sus metodologías son rígidas, dejando poco o nulo espacio para la adaptabilidad e innovación. (Caro 2014). 

6.	Incluir los cuidados paliativos en entornos de cuidados domiciliarios y cuidados institucionales, ayuda a evitar hospitalizaciones innecesarias y costosas al final de la vida.

7.	Promover acciones que contribuyan a generar condiciones de empleo para los cuidadores y el desarrollo de tecnologías para satisfacer las necesidades de las personas mayores con una pérdida importante de su capacidad funcional.

8.	Promover derechos de las personas mayores y sus cuidadores  para evitar situaciones en que las personas dependientes reciban un trato despersonalizado, degradante y abusivo.

9.	Crear un cuerpo legislativo único que regule el cuidado de  personas mayores con dependencia. 

10.	Dictar una ley que asegure la subvención estatal a los ELEAM (Establecimientos de Larga Estadía para Personas Mayores), Centros de Día y Programas de Cuidados Domiciliario, para darles continuidad en el tiempo y que no dependan de la voluntad del gobierno de turno.

11.	Ampliar la cobertura y monto de la subvención SENAMA.

12.	Incluir la “Canasta de Prestaciones de Salud ELEAM” en el sistema de Garantías Explícitas de Salud GES, para que este puede ser aplicable a todos los establecimientos de Larga Estadía de Adultos Mayores.

13.	Más que enfocarse en la construcción de más ELEAM estatales, el Gobierno debiese apoyar a las organizaciones de la sociedad civil que cuentan con la experiencia, flexibilidad y vocación para prestar ese tipo de servicios.",penalizacion-a-toda-clase-de-pedofilia-u-abuso-s-2,Francisca,2018-01-28T06:24:17.389694Z,derechos,0
769,Introducción de lengua mapudungun en establecimientos educacionales.,"1.	Fortalecer la Institución:
 
a)	Descentralizar SENAMA, teniendo direcciones regionales en vez de sólo coordinaciones, eligiendo todos sus altos cargos por Alta Dirección Pública.

b)	Brindar atribuciones para situar a SENAMA órgano referente y articulador en las políticas públicas y manejo de programas de envejecimiento y vejez de manera vinculante por sobre lo meramente consultivo, entregando también el poder de fiscalización.",introduccion-de-lengua-mapudungun-en-establecimien,Francisca,2018-01-27T23:57:00.011863Z,pueblosoriginarios,0
